 STATE COUNTY                    COUNTY_SEA                ZIP_CODE
 TN    DECATUR                   DECATURVILLE              38329
 TN    DICKSON                   CHARLOTTE                 37036
 TN    DYER                      DYERSBURG                 38024
 TN    FAYETTE                   SOMERVILLE                38068
 TN    FENTRESS                  JAMESTOWN                 38556
 TN    FRANKLIN                  WINCHESTER                37398
 TN    GIBSON                    TRENTON                   38382
 TN    GILES                     PULASKI                   38478
 TN    GRAINGER                  RUTLEDGE                  37861
 TN    GREENE                    GREENEVILLE               37743
 TN    GRUNDY                    ALTAMONT                  37301
 TN    HAMBLEN                   MORRISTOWN                37814
 TN    HAMILTON                  CHATTANOOGA               37400
 TN    HANCOCK                   SNEEDVILLE                37869
 TN    HARDEMAN                  BOLIVAR                   38008
 TN    HARDIN                    SAVANNAH                  38372
 TN    HAWKINS                   ROGERSVILLE               37857
 TN    HAYWOOD                   BROWNSVILLE               38012
 TN    HENDERSON                 LEXINGTON                 38351
 TN    HENRY                     PARIS                     38242
 TN    HICKMAN                   CENTERVILLE               37033
 TN    HOUSTON                   ERIN                      37061
 TN    HUMPHREYS                 WAVERLY                   37185
 TN    JACKSON                   GAINESBORO                38562
 TN    JEFFERSON                 DANDRIDGE                 37725
 TN    JOHNSON                   MOUNTAIN CITY             37683
 TN    KNOX                      KNOXVILLE                 37900
 TN    LAKE                      TIPTONVILLE               38079
 TN    LAUDERDALE                RIPLEY                    38063
 TN    LAWRENCE                  LAWRENCEBURG              38464
 TN    LEWIS                     HOHENWALD                 38462
 TN    LINCOLN                   FAYETTEVILLE              37334
 TN    LOUDON                    LOUDON                    37774
 TN    MACON                     LAFAYETTE                 37083
 TN    MADISON                   JACKSON                   38301
 TN    MARION                    JASPER                    37347
 TN    MARSHALL                  LEWISBURG                 37091
 TN    MAURY                     COLUMBIA                  38401
 TN    MC MINN                   ATHENS                    37303
 TN    MC NAIRY                  SELMER                    38375
 TN    MEIGS                     DECATUR                   37322
 TN    MONROE                    MADISONVILLE              37354
 TN    MONTGOMERY                CLARKSVILLE               37040
 TN    MOORE                     LYNCHBURG                 37352
 TN    MORGAN                    WARTBURG                  37887
 TN    OBION                     UNION CITY                38261
 TN    OVERTON                   LIVINGSTON                38570
 TN    PERRY                     LINDEN                    37096
 TN    PICKETT                   BYRDSTOWN                 38549
 TN    POLK                      BENTON                    37307
 TN    PUTNAM                    COOKEVILLE                38501
 TN    RHEA                      DAYTON                    37321
 TN    ROANE                     KINGSTON                  37763
 TN    ROBERTSON                 SPRINGFIELD               37172
 TN    RUTHERFORD                MURFREESBORO              37130
 TN    SCOTT                     HUNTSVILLE                37756
 TN    SEQUATCHIE                DUNLAP                    37327
 TN    SEVIER                    SEVIERVILLE               37862
 TN    SHELBY                    MEMPHIS                   38100
 TN    SMITH                     CARTHAGE                  37030
 TN    STEWART                   DOVER                     37058
 TN    SULLIVAN                  BLOUNTVILLE               37617
 TN    SUMNER                    GALLATIN                  37066
 TN    TIPTON                    COVINGTON                 38019
 TN    TROUSDALE                 HARTSVILLE                37074
 TN    UNICOI                    ERWIN                     37650
 TN    UNION                     MAYNARDVILLE              37807
 TN    VAN BUREN                 SPENCER                   38585
 TN    WARREN                    MC MINNVILLE              37110
 TN    WASHINGTON                JONESBORO                 37659
 TN    WAYNE                     WAYNESBORO                38485
 TN    WEAKLEY                   DRESDON                   38225
 TN    WHITE                     SPARTA                    38583
 TN    WILLIAMSON                FRANKLIN                  37064
 TN    WILSON                    LEBANON                   37087
 TX    ANDERSON                  PALESTINE                 75801
 TX    ANDREWS                   ANDREWS                   79714
 TX    ANGELINA                  LUFKIN                    75901
 TX    ARANSAS                   ROCKPORT                  78382
 TX    ARCHER                    ARCHER CITY               76351
 TX    ARMSTRONG                 CLAUDE                    79019
 TX    ATASCOSA                  JOURDANTON                78026
 TX    AUSTIN                    BELLVILLE                 77418
 TX    BAILEY                    MULESHOE                  79347
 TX    BANDERA                   BANDERA                   78003
 TX    BASTROP                   BASTROP                   78602
 TX    BAYLOR                    SEYMOUR                   76380
 TX    BEE                       BEEVILLE                  78102
 TX    BELL                      BELTON                    76513
 TX    BEXAR                     SAN ANTONIO               78200
 TX    BLANCO                    JOHNSON CITY              78636
 TX    BORDEN                    GAIL                      79738
 TX    BOSQUE                    MERIDIAN                  76665
 TX    BOWIE                     BOSTON                    75557
 TX    BRAZORIA                  ANGLETON                  77515
 TX    BRAZOS                    BRYAN                     77801
 TX    BREWSTER                  ALPINE                    79830
 TX    BRISCOE                   SILVERTON                 79257
 TX    BROOKS                    FALFURRIAS                78355
 TX    BROWN                     BROWNWOOD                 76801
 TX    BURLESON                  CALDWELL                  77836
 TX    BURNET                    BURNET                    78611
 TX    CALDWELL                  LOCKHART                  78644
 TX    CALHOUN                   PORT LAVACA               77979
 TX    CALLAHAN                  BAIRD                     79504
 TX    CAMERON                   BROWNSVILLE               78520
 TX    CAMP                      PITTSBURG                 75686
 TX    CARSON                    PANHANDLE                 79068
 TX    CASS                      LINDEN                    75563
 TX    CASTRO                    DIMMITT                   79027
 TX    CHAMBERS                  ANAHUAC                   77514
 TX    CHEROKEE                  RUSK                      75785
 TX    CHILDRESS                 CHILDRESS                 79201
 TX    CLAY                      HENRIETTA                 76365
 TX    COCHRAN                   MORTON                    79346
 TX    COKE                      ROBERT LEE                76945
 TX    COLEMAN                   COLEMAN                   76834
 TX    COLLIN                    MC KINNEY                 75059
 TX    COLLINGSWORTH             WELLINGTON                79095
 TX    COLORADO                  COLUMBUS                  78934
 TX    COMAL                     NEW BRAUNFELS             78130
 TX    COMANCHE                  COMANCHE                  76442
 TX    CONCHO                    PAINT ROCK                76866
 TX    COOKE                     GAINESVILLE               76240
 TX    CORYELL                   GATESVILLE                76528
 TX    COTTLE                    PADUCAH                   79248
 TX    CRANE                     CRANE                     79731
 TX    CROCKETT                  OZONA                     76943
 TX    CROSBY                    CROSBYTON                 79322
 TX    DALLAM                    DALHART                   79022
 TX    DALLAS                    DALLAS                    75200
 TX    DAWSON                    LAMESA                    79331
 TX    DEAF SMITH                HEREFORD                  79045
 TX    DELTA                     COOPER                    75432
 TX    DENTON                    DENTON                    76201
 TX    DEWITT                    CUERO                     77954
 TX    DICKENS                   DICKENS                   79229
 TX    DIMMIT                    CARRIZO SPRINGS           78834
 TX    DONLEY                    CLARENDON                 79226
 TX    DUVAL                     SAN DIEGO                 78384
 TX    EASTLAND                  EASTLAND                  76448
 TX    ECTOR                     ODESSA                    79760
 TX    EDWARDS                   ROCKSPRINGS               78880
 TX    EL PASO                   EL PASO                   79900
 TX    ELLIS                     WAXAHACHIE                75165
 TX    ERATH                     STEPHENVILLE              76401
 TX    FALLS                     MARLIN                    76661
 TX    FANNIN                    BONHAM                    75418
 TX    FAYETTE                   LA GRANGE                 78945
 TX    FISHER                    ROBY                      79543
 TX    FLOYD                     FLOYDADA                  79235
 TX    FOARD                     CROWELL                   79227
 TX    FORT BEND                 RICHMOND                  77469
 TX    FRANKLIN                  MOUNT VERNON              75457
 TX    FREESTONE                 FAIRFIELD                 75840
 TX    FRIO                      PEARSALL                  78061
 TX    GAINES                    SEMINOLE                  79360
 TX    GALVESTON                 GALVESTON                 77550
 TX    GARZA                     POST                      79356
 TX    GILLESPIE                 FREDERICKSBURG            78624
 TX    GLASSCOCK                 GARDEN CITY               79739
 TX    GOLIAD                    GOLIAD                    77963
 TX    GONZALES                  GONZALES                  78629
 TX    GRAY                      PAMPA                     79065
 TX    GRAYSON                   SHERMAN                   75090
 TX    GREGG                     LONGVIEW                  75601
 TX    GRIMES                    ANDERSON                  77830
 TX    GUADALUPE                 SEGUIN                    78155
 TX    HALE                      PLAINVIEW                 79072
 TX    HALL                      MEMPHIS                   79245
 TX    HAMILTON                  HAMILTON                  76531
 TX    HANSFORD                  SPEARMAN                  79081
 TX    HARDEMAN                  QUANAH                    79252
 TX    HARDIN                    KOUNTZE                   77625
 TX    HARRIS                    HOUSTON                   77000
 TX    HARRISON                  MARSHALL                  75670
 TX    HARTLEY                   CHANNING                  79018
 TX    HASKELL                   HASKELL                   79521
 TX    HAYS                      SAN MARCOS                78666
 TX    HEMPHILL                  CANADIAN                  79014
 TX    HENDERSON                 ATHENS                    75751
 TX    HIDALGO                   EDINBURG                  78539
 TX    HILL                      HILLSBORO                 76645
 TX    HOCKLEY                   LEVELLAND                 79336
 TX    HOOD                      GRANBURY                  76048
 TX    HOPKINS                   SULPHUR SPRINGS           75482
 TX    HOUSTON                   CROCKETT                  75835
 TX    HOWARD                    BIG SPRING                79720
 TX    HUDSPETH                  SIERRA BLANCA             79851
 TX    HUNT                      GREENVILLE                75401
 TX    HUTCHINSON                STINNETT                  79083
 TX    IRION                     MERTZON                   76941
 TX    JACK                      JACKSBORO                 76056
 TX    JACKSON                   EDNA                      77957
 TX    JASPER                    JASPER                    75951
 TX    JEFF DAVIS                FORT DAVIS                79734
 TX    JEFFERSON                 BEAUMONT                  77700
 TX    JIM HOGG                  HEBBRONVILLE              78361
 TX    JIM WELLS                 ALICE                     78332
 TX    JOHNSON                   CLEBURNE                  76031
 TX    JONES                     ANSON                     79501
 TX    KARNES                    KARNES CITY               78118
 TX    KAUFMAN                   KAUFMAN                   75142
 TX    KENDALL                   BOERNE                    78006
 TX    KENEDY                    SARITA                    78385
 TX    KENT                      JAYTON                    79528
 TX    KERR                      KERRVILLE                 78028
 TX    KIMBLE                    JUNCTION                  76849
 TX    KING                      GUTHRIE                   79236
 TX    KINNEY                    BRACKETTVILLE             78832
 TX    KLEBERG                   KINGSVILLE                78363
 TX    KNOX                      BENJAMIN                  79505
 TX    LA SALLE                  COTULLA                   78014
 TX    LAMAR                     PARIS                     75460
 TX    LAMB                      LITTLEFIELD               79339
 TX    LAMPASAS                  LAMPASAS                  76550
 TX    LAVACA                    HALLETTSVILLE             77964
 TX    LEE                       GIDDINGS                  78942
 TX    LEON                      CENTERVILLE               75833
 TX    LIBERTY                   LIBERTY                   77575
 TX    LIMESTONE                 GROESBECK                 76642
 TX    LIPSCOMB                  LIPSCOMB                  79056
 TX    LIVE OAK                  GEORGE WEST               78022
 TX    LLANO                     LLANO                     78643
 TX    LOVING                    MENTONE                   79754
 TX    LUBBOCK                   LUBBOCK                   79400
 TX    LYNN                      TAHOKA                    79373
 TX    MADISON                   MADISONVILLE              77864
 TX    MARION                    JEFFERSON                 75657
 TX    MARTIN                    STANTON                   79782
 TX    MASON                     MASON                     76856
 TX    MATAGORDA                 BAY CITY                  77414
 TX    MAVERICK                  EAGLE PASS                78852
 TX    MC CULLOCH                BRADY                     76825
 TX    MC LENNAN                 WACO                      76700
 TX    MC MULLEN                 TILDEN                    78072
 TX    MEDINA                    HONDO                     78861
 TX    MENARD                    MENARD                    76859
 TX    MIDLAND                   MIDLAND                   79701
 TX    MILAM                     CAMERON                   76520
 TX    MILLS                     GOLDTHWAITE               76844
 TX    MITCHELL                  COLORADO CITY             79512
 TX    MONTAGUE                  MONTAGUE                  76251
 TX    MONTGOMERY                CONROE                    77301
 TX    MOORE                     DUMAS                     79029
 TX    MORRIS                    DAINGERFIELD              75638
 TX    MOTLEY                    MATADOR                   79244
 TX    NACOGDOCHES               NACOGDOCHES               75961
 TX    NAVARRO                   CORSICANA                 75110
 TX    NEWTON                    NEWTON                    75966
 TX    NOLAN                     SWEETWATER                79556
 TX    NUECES                    CORPUS CHRISTI            78400
 TX    OCHILTREE                 PERRYTON                  79070
 TX    OLDHAM                    VEGA                      79092
 TX    ORANGE                    ORANGE                    77630
 TX    PALO PINTO                PALO PINTO                76072
 TX    PANOLA                    CARTHAGE                  75633
 TX    PARKER                    WEATHERFORD               76086
 TX    PARMER                    FARWELL                   79325
 TX    PECOS                     FORT STOCKTON             79735
 TX    POLK                      LIVINGSTON                77351
 TX    POTTER                    AMARILLO                  79100
 TX    PRESIDIO                  MARFA                     79843
 TX    RAINS                     EMORY                     75440
 TX    RANDALL                   CANYON                    79015
 TX    REAGAN                    BIG LAKE                  76932
 TX    REAL                      LEAKEY                    78873
 TX    RED RIVER                 CLARKSVILLE               75426
 TX    REEVES                    PECOS                     79772
 TX    REFUGIO                   REFUGIO                   78377
 TX    ROBERTS                   MIAMI                     79059
 TX    ROBERTSON                 FRANKLIN                  77856
 TX    ROCKWALL                  ROCKWALL                  75087
 TX    RUNNELS                   BALLINGER                 76821
 TX    RUSK                      HENDERSON                 75652
 TX    SABINE                    HEMPHILL                  75948
 TX    SAN AUGUSTINE             SAN AUGUSTINE             75972
 TX    SAN JACINTO               COLDSPRING                77331
 TX    SAN PATRICIO              SINTON                    78387
 TX    SAN SABA                  SAN SABA                  76877
 TX    SCHLEICHER                ELDORADO                  76936
 TX    SCURRY                    SNYDER                    79549
 TX    SHACKELFORD               ALBANY                    76430
 TX    SHELBY                    CENTER                    75935
 TX    SHERMAN                   STRATFORD                 79084
 TX    SMITH                     TYLER                     75701
 TX    SOMERVELL                 GLEN ROSE                 76043
 TX    STARR                     RIO GRANDE CITY           78582
 TX    STEPHENS                  BRECKENRIDGE              76024
 TX    STERLING                  STERLING CITY             76951
 TX    STONEWALL                 ASPERMONT                 79502
 TX    SUTTON                    SONORA                    76950
 TX    SWISHER                   TULIA                     79088
 TX    TARRANT                   FORT WORTH                76100
 TX    TAYLOR                    ABILENE                   79600
 TX    TERRELL                   SANDERSON                 79848
 TX    TERRY                     BROWNFIELD                79316
 TX    THROCKMORTON              THROCKMORTON              76083
 TX    TITUS                     MOUNT PLEASANT            75455
 TX    TOM GREEN                 SAN ANGELO                76901
 TX    TRAVIS                    AUSTIN                    78700
 TX    TRINITY                   GROVETON                  75845
 TX    TYLER                     WOODVILLE                 75979
 TX    UPSHUR                    GILMER                    75644
 TX    UPTON                     RANKIN                    79778
 TX    UVALDE                    UVALDE                    78801
 TX    VAL VERDE                 DEL RIO                   78840
 TX    VAN ZANDT                 CANTON                    75103
 TX    VICTORIA                  VICTORIA                  77901
 TX    WALKER                    HUNTSVILLE                77340
 TX    WALLER                    HEMPSTEAD                 77445
 TX    WARD                      MONAHANS                  79756
 TX    WASHINGTON                BRENHAM                   77833
 TX    WEBB                      LAREDO                    78040
 TX    WHARTON                   WHARTON                   77488
 TX    WHEELER                   WHEELER                   79096
 TX    WICHITA                   WICHITA FALLS             76300
 TX    WILBARGER                 VERNON                    76384
 TX    WILLACY                   RAYMONDVILLE              78580
 TX    WILLIAMSON                GEORGETOWN                78626
 TX    WILSON                    FLORESVILLE               78114
 TX    WINKLER                   KERMIT                    79745
 TX    WISE                      DECATUR                   76234
 TX    WOOD                      QUITMAN                   75783
 TX    YOAKUM                    PLAINS                    79355
 TX    YOUNG                     GRAHAM                    76046
 TX    ZAPATA                    ZAPATA                    78076
 TX    ZAVALA                    CRYSTAL CITY              78839
 UT    BEAVER                    BEAVER                    84713
 UT    BOX ELDER                 BRIGHAM CITY              84302
 UT    CACHE                     LOGAN                     84321
 UT    CARBON                    PRICE                     84501
 UT    DAGGETT                   MANILA                    84046
 UT    DAVIS                     FARMINGTON                84025
 UT    DUCHESNE                  DUCHESNE                  84021
 UT    EMERY                     CASTLE DALE               84513
 UT    GARFIELD                  PANGUITCH                 84759
 UT    GRAND                     MOAB                      84532
 UT    IRON                      PAROWAN                   84761
 UT    JUAB                      NEPHI                     84648
 UT    KANE                      KANAB                     84741
 UT    MILLARD                   FILLMORE                  84631
 UT    MORGAN                    MORGAN                    84050
 UT    PIUTE                     JUNCTION                  84740
 UT    RICH                      RANDOLPH                  84064
 UT    SALT LAKE                 SALT LAKE CITY            84100
 UT    SAN JUAN                  MONTICELLO                84535
 UT    SANPETE                   MANTI                     84642
 UT    SEVIER                    RICHFIELD                 84701
 UT    SUMMIT                    COALVILLE                 84017
 UT    TOOELE                    TOOELE                    84074
 UT    UINTAH                    VERNAL                    84078
 UT    UTAH                      PROVO                     84601
 UT    WASATCH                   HEBER CITY                84032
 UT    WASHINGTON                SAINT GEORGE              84770
 UT    WAYNE                     LOA                       84747
 UT    WEBER                     OGDEN                     84400
 VA    ACCOMACK                  ACCOMAC                   23301
 VA    ALBEMARLE                 CHARLOTTESVILLE           22901
 VA    ALEXANDRIA (CITY)         ALEXANDRIA                22300
 VA    ALLEGHANY                 COVINGTON                 24426
 VA    AMELIA                    AMELIA COURT HOUSE        23002
 VA    AMHERST                   AMHERST                   24521
 VA    APPOMATTOX                APPOMATTOX                24522
 VA    ARLINGTON                 ARLINGTON                 22200
 VA    AUGUSTA                   STAUNTON                  24401
 VA    BATH                      WARM SPRINGS              24484
 VA    BEDFORD                   BEDFORD                   24523
 VA    BEDFORD (CITY)            BEDFORD                   24523
 VA    BLAND                     BLAND                     24315
 VA    BOTETOURT                 FINCASTLE                 24090
 VA    BRISTOL (CITY)            BRISTOL                   24201
 VA    BRUNSWICK                 LAWRENCEVILLE             23868
 VA    BUCHANAN                  GRUNDY                    24614
 VA    BUCKINGHAM                BUCKINGHAM                23921
 VA    BUENA VISTA (CITY)        BUENA VISTA               24416
 VA    CAMPBELL                  RUSTBURG                  24588
 VA    CAROLINE                  BOWLING GREEN             22427
 VA    CARROLL                   HILLSVILLE                24343
 VA    CHARLES CITY              CHARLES CITY              23030
 VA    CHARLOTTE                 CHARLOTTE COURTHOUSE      23923
 VA    CHARLOTTESVILLE (CITY)    CHARLOTTESVILLE           22901
 VA    CHESAPEAKE (CITY)         CHESAPEAKE                23320
 VA    CHESTERFIELD              CHESTERFIELD              23832
 VA    CLARKE                    BERRYVILLE                22611
 VA    CLIFTON FORGE (CITY)      CLIFTON FORGE             24422
 VA    COLONIAL HEIGHTS (CITY)   COLONIAL HEIGHTS          23834
 VA    COVINGTON (CITY)          COVINGTON                 24426
 VA    CRAIG                     NEW CASTLE                24127
 VA    CULPEPER                  CULPEPER                  22701
 VA    CUMBERLAND                CUMBERLAND                23040
 VA    DANVILLE (CITY)           DANVILLE                  24541
 VA    DICKENSON                 CLINTWOOD                 24228
 VA    DINWIDDIE                 DINWIDDIE                 23841
 VA    EMPORIA (CITY)            EMPORIA                   23847
 VA    ESSEX                     TAPPAHANNOCK              22560
 VA    FAIRFAX                   FAIRFAX                   22030
 VA    FAIRFAX (CITY)            FAIRFAX                   22030
 VA    FALLS CHURCH (CITY)       FALLS CHURCH              22000
 VA    FAUQUIER                  WARRENTON                 22186
 VA    FLOYD                     FLOYD                     24091
 VA    FLUVANNA                  PALMYRA                   22963
 VA    FRANKLIN                  ROCKY MOUNT               24151
 VA    FRANKLIN (CITY)           FRANKLIN                  23851
 VA    FREDERICK                 WINCHESTER                22601
 VA    FREDERICKSBURG (CITY)     FREDERICKSBURG            22401
 VA    GALAX (CITY)              GALAX                     24333
 VA    GILES                     PEARISBURG                24134
 VA    GLOUCESTER                GLOUCESTER                23061
 VA    GOOCHLAND                 GOOCHLAND                 23063
 VA    GRAYSON                   INDEPENDENCE              24348
 VA    GREENE                    STANARDSVILLE             22973
 VA    GREENSVILLE               EMPORIA                   23847
 VA    HALIFAX                   HALIFAX                   24558
 VA    HAMPTON (CITY)            HAMPTON                   23300
 VA    HANOVER                   HANOVER                   23069
 VA    HARRISONBURG (CITY)       HARRISONBURG              22801
 VA    HENRICO                   RICHMOND                  23200
 VA    HENRY                     MARTINSVILLE              24112
 VA    HIGHLAND                  MONTEREY                  24465
 VA    HOPEWELL (CITY)           HOPEWELL                  23860
 VA    ISLE OF WIGHT             ISLE OF WIGHT             23397
 VA    JAMES CITY                WILLIAMSBURG              23185
 VA    KING AND QUEEN            KING AND QUEEN COURTHOUSE 23085
 VA    KING GEORGE               KING GEORGE               22485
 VA    KING WILLIAM              KING WILLIAM              23086
 VA    LANCASTER                 LANCASTER                 22503
 VA    LEE                       JONESVILLE                24263
 VA    LEXINGTON (CITY)          LEXINGTON                 24450
 VA    LOUDOUN                   LEESBURG                  22075
 VA    LOUISA                    LOUISA                    23093
 VA    LUNENBURG                 LUNENBURG                 23952
 VA    LYNCHBURG (CITY)          LYNCHBURG                 24500
 VA    MADISON                   MADISON                   22727
 VA    MANASSAS (CITY)           MANASSAS                  22110
 VA    MANASSAS PARK (CITY)      MANASSAS PARK             22110
 VA    MARTINSVILLE (CITY)       MARTINSVILLE              24112
 VA    MATHEWS                   MATHEWS                   23109
 VA    MECKLENBURG               BOYDTON                   23917
 VA    MIDDLESEX                 SALUDA                    23149
 VA    MONTGOMERY                CHRISTIANSBURG            24073
 VA    NELSON                    LOVINGSTON                22949
 VA    NEW KENT                  NEW KENT                  23124
 VA    NEWPORT NEWS (CITY)       NEWPORT NEWS              23600
 VA    NORFOLK (CITY)            NORFOLK                   23500
 VA    NORTHAMPTON               EASTVILLE                 23347
 VA    NORTHUMBERLAND            HEATHSVILLE               22473
 VA    NORTON (CITY)             NORTON                    24272
 VA    NOTTOWAY                  NOTTOWAY                  23955
 VA    ORANGE                    ORANGE                    22960
 VA    PAGE                      LURAY                     22835
 VA    PATRICK                   STUART                    24171
 VA    PETERSBURG (CITY)         PETERSBURG                23803
 VA    PITTSYLVANIA              CHATHAM                   24531
 VA    POQUOSON (CITY)           POQUOSON                  23362
 VA    PORTSMOUTH (CITY)         PORTSMOUTH                23700
 VA    POWHATAN                  POWHATAN                  23139
 VA    PRINCE EDWARD             FARMVILLE                 23901
 VA    PRINCE GEORGE             PRINCE GEORGE             23875
 VA    PRINCE WILLIAM            MANASSAS                  22110
 VA    PULASKI                   PULASKI                   24301
 VA    RADFORD (CITY)            RADFORD                   24141
 VA    RAPPAHANNOCK              WASHINGTON                22747
 VA    RICHMOND                  WARSAW                    22572
 VA    RICHMOND (CITY)           RICHMOND                  23200
 VA    ROANOKE                   SALEM                     24153
 VA    ROANOKE (CITY)            ROANOKE                   24000
 VA    ROCKBRIDGE                LEXINGTON                 24450
 VA    ROCKINGHAM                HARRISONBURG              22801
 VA    RUSSELL                   LEBANON                   24266
 VA    SALEM (CITY)              SALEM                     24153
 VA    SCOTT                     GATE CITY                 24251
 VA    SHENANDOAH                WOODSTOCK                 22662
 VA    SMYTH                     MARION                    24354
 VA    SOUTH BOSTON (CITY)       SOUTH BOSTON              24592
 VA    SOUTHAMPTON               COURTLAND                 23837
 VA    SPOTSYLVANIA              SPOTSYLVANIA              22553
 VA    STAFFORD                  STAFFORD                  22554
 VA    STAUNTON (CITY)           STAUNTON                  24401
 VA    SUFFOLK (CITY)            SUFFOLK                   23434
 VA    SURRY                     SURRY                     23883
 VA    SUSSEX                    SUSSEX                    23884
 VA    TAZEWELL                  TAZEWELL                  24651
 VA    VIRGINIA BEACH (CITY)     VIRGINIA BEACH            23400
 VA    WARREN                    FRONT ROYAL               22630
 VA    WASHINGTON                ABINGDON                  24210
 VA    WAYNESBORO (CITY)         WAYNESBORO                22980
 VA    WESTMORELAND              MONTROSS                  22520
 VA    WILLIAMSBURG (CITY)       WILLIAMSBURG              23185
 VA    WINCHESTER (CITY)         WINCHESTER                22601
 VA    WISE                      WISE                      24293
 VA    WYTHE                     WYTHEVILLE                24382
 VA    YORK                      YORKTOWN                  23490
 VT    ADDISON                   MIDDLEBURY                05753
 VT    BENNINGTON                BENNINGTON                05201
 VT    CALEDONIA                 SAINT JOHNSBURY           05819
 VT    CHITTENDEN                BURLINGTON                05401
 VT    ESSEX                     GUILDHALL                 05905
 VT    FRANKLIN                  SAINT ALBANS              05478
 VT    GRAND ISLE                NORTH HERO                05474
 VT    LAMOILLE                  HYDE PARK                 05655
 VT    ORANGE                    CHELSEA                   05038
 VT    ORLEANS                   NEWPORT                   05855
 VT    RUTLAND                   RUTLAND                   05701
 VT    WASHINGTON                MONTPELIER                05602
 VT    WINDHAM                   NEWFANE                   05345
 VT    WINDSOR                   WOODSTOCK                 05091
 WA    ADAMS                     RITZVILLE                 99169
 WA    ASOTIN                    ASOTIN                    99402
 WA    BENTON                    PROSSER                   99350
 WA    CHELAN                    WENATCHEE                 98801
 WA    CLALLAM                   PORT ANGELES              98362
 WA    CLARK                     VANCOUVER                 98660
 WA    COLUMBIA                  DAYTON                    99328
 WA    COWLITZ                   KELSO                     98626
 WA    DOUGLAS                   WATERVILLE                98858
 WA    FERRY                     REPUBLIC                  99166
 WA    FRANKLIN                  PASCO                     99301
 WA    GARFIELD                  POMEROY                   99347
 WA    GRANT                     EPHRATA                   98823
 WA    GRAYS HARBOR              MONTESANO                 98563
 WA    ISLAND                    COUPEVILLE                98239
 WA    JEFFERSON                 PORT TOWNSEND             98368
 WA    KING                      SEATTLE                   98100
 WA    KITSAP                    PORT ORCHARD              98366
 WA    KITTITAS                  ELLENSBURG                98926
 WA    KLICKITAT                 GOLDENDALE                98620
 WA    LEWIS                     CHEHALIS                  98532
 WA    LINCOLN                   DAVENPORT                 99122
 WA    MASON                     SHELTON                   98584
 WA    OKANOGAN                  OKANOGAN                  98840
 WA    PACIFIC                   SOUTH BEND                98586
 WA    PEND OREILLE              NEWPORT                   99156
 WA    PIERCE                    TACOMA                    98400
 WA    SAN JUAN                  FRIDAY HARBOR             98250
 WA    SKAGIT                    MOUNT VERNON              98273
 WA    SKAMANIA                  STEVENSON                 98648
 WA    SNOHOMISH                 EVERETT                   98201
 WA    SPOKANE                   SPOKANE                   99200
 WA    STEVENS                   COLVILLE                  99114
 WA    THURSTON                  OLYMPIA                   98501
 WA    WAHKIAKUM                 CATHLAMET                 98612
 WA    WALLA WALLA               WALLA WALLA               99362
 WA    WHATCOM                   BELLINGHAM                98225
 WA    WHITMAN                   COLFAX                    99111
 WA    YAKIMA                    YAKIMA                    98901
 WI    ADAMS                     FRIENDSHIP                53934
 WI    ASHLAND                   ASHLAND                   54806
 WI    BARRON                    BARRON                    54812
 WI    BAYFIELD                  WASHBURN                  54891
 WI    BROWN                     GREEN BAY                 54300
 WI    BUFFALO                   ALMA                      54610
 WI    BURNETT                   GRANTSBURG                54840
 WI    CALUMET                   CHILTON                   53014
 WI    CHIPPEWA                  CHIPPEWA FALLS            54729
 WI    CLARK                     NEILLSVILLE               54456
 WI    COLUMBIA                  PORTAGE                   53901
 WI    CRAWFORD                  PRAIRIE DU CHIEN          53821
 WI    DANE                      MADISON                   53700
 WI    DODGE                     JUNEAU                    53039
 WI    DOOR                      STURGEON BAY              54235
 WI    DOUGLAS                   SUPERIOR                  54880
 WI    DUNN                      MENOMONIE                 54751
 WI    EAU CLAIRE                EAU CLAIRE                54701
 WI    FLORENCE                  FLORENCE                  54121
 WI    FOND DU LAC               FOND DU LAC               54935
 WI    FOREST                    CRANDON                   54520
 WI    GRANT                     LANCASTER                 53813
 WI    GREEN                     MONROE                    53566
 WI    GREEN LAKE                GREEN LAKE                54941
 WI    IOWA                      DODGEVILLE                53533
 WI    IRON                      HURLEY                    54534
 WI    JACKSON                   BLACK RIVER FALLS         54615
 WI    JEFFERSON                 JEFFERSON                 53549
 WI    JUNEAU                    MAUSTON                   53948
 WI    KENOSHA                   KENOSHA                   53140
 WI    KEWAUNEE                  KEWAUNEE                  54216
 WI    LA CROSSE                 LA CROSSE                 54601
 WI    LAFAYETTE                 DARLINGTON                53530
 WI    LANGLADE                  ANTIGO                    54409
 WI    LINCOLN                   MERRILL                   54452
 WI    MANITOWOC                 MANITOWOC                 54220
 WI    MARATHON                  WAUSAU                    54401
 WI    MARINETTE                 MARINETTE                 54143
 WI    MARQUETTE                 MONTELLO                  53949
 WI    MENOMINEE                 KESHENA                   54135
 WI    MILWAUKEE                 MILWAUKEE                 53200
 WI    MONROE                    SPARTA                    54656
 WI    OCONTO                    OCONTO                    54153
 WI    ONEIDA                    RHINELANDER               54501
 WI    OUTAGAMIE                 APPLETON                  54911
 WI    OZAUKEE                   PORT WASHINGTON           53074
 WI    PEPIN                     DURAND                    54736
 WI    PIERCE                    ELLSWORTH                 54011
 WI    POLK                      BALSAM LAKE               54810
 WI    PORTAGE                   STEVENS POINT             54481
